qseqid;sseqid;pident;length;mismatch;gapopen;qstart;qend;sstart;send;evalue;bitscore
cluster_248;sp|P30432|FUR2_DROME;33.668;199;120;7;96;668;1053;1247;5.90e-20;94.4
cluster_248;sp|P30432|FUR2_DROME;30.128;156;99;6;165;617;981;1131;6.67e-08;55.1
cluster_248;sp|P30432|FUR2_DROME;31.765;85;48;3;387;623;955;1035;3.4;30.0
cluster_253;sp|B4JYN1|PTC71_DROGR;30.357;56;31;1;512;679;21;68;3.3;28.5
cluster_257;sp|P22816|MYOD_DROME;81.690;71;13;0;2460;2248;143;213;2.06e-21;95.1
cluster_261;sp|Q24533|DICH_DROME;61.842;76;29;0;1740;1513;141;216;7.31e-25;107
cluster_263;sp|Q99323|MYSN_DROME;28.326;233;136;8;3209;3889;1390;1597;0.32;34.7
cluster_266;sp|Q9VIW7|RTCB_DROME;88.538;506;58;0;5226;3709;1;506;0.0;935
cluster_269;sp|Q9VP76|AC78C_DROME;44.444;27;15;0;2463;2543;296;322;3.9;30.4
cluster_270;sp|Q25532|VATG_MANSE;31.579;38;26;0;1463;1576;27;64;1.5;29.3
cluster_272;sp|O46101|TSN2A_DROME;27.684;177;111;8;224;724;18;187;0.023;37.0
cluster_275;sp|Q9VY99|NNAD_DROME;26.087;69;38;1;167;373;1021;1076;7.7;27.3
cluster_276;sp|O01367|HOW_DROME;46.429;112;56;2;642;971;147;256;8.31e-24;103
cluster_279;sp|Q86B91|TINC_DROME;45.909;220;109;4;2393;1734;648;857;6.01e-17;84.7
cluster_279;sp|Q86B91|TINC_DROME;52.727;55;21;3;1106;948;1206;1257;3.33e-06;49.7
cluster_279;sp|Q86B91|TINC_DROME;38.750;80;45;1;566;327;1294;1369;0.002;40.8
cluster_279;sp|Q86B91|TINC_DROME;53.333;30;14;0;2633;2544;219;248;0.006;38.9
cluster_282;sp|C4NYP8|F10A1_DROME;45.428;339;171;3;2120;1122;10;340;2.21e-77;252
cluster_283;sp|P05990|PYR1_DROME;75.673;929;223;2;4543;1763;902;1829;0.0;1441
cluster_283;sp|P05990|PYR1_DROME;66.026;936;295;11;7202;4446;6;935;0.0;1186
cluster_283;sp|P05990|PYR1_DROME;70.588;306;90;0;1420;503;1913;2218;8.89e-127;445
cluster_283;sp|P05990|PYR1_DROME;26.289;388;263;8;4399;3296;407;791;6.50e-35;145
cluster_283;sp|P05990|PYR1_DROME;25.668;374;255;7;5978;4866;964;1317;2.01e-25;114
cluster_284;sp|B4LP08|KAD2_DROVI;33.333;111;70;3;1649;1320;10;117;1.04e-07;53.5
cluster_285;sp|Q7QH64|GATA_ANOGA;30.453;243;149;6;416;1123;8;237;8.26e-18;87.0
cluster_285;sp|Q7QH64|GATA_ANOGA;30.864;81;48;2;1589;1810;404;483;0.061;36.2
cluster_286;sp|Q9VT28|FRY_DROME;37.500;48;26;2;6177;6034;2546;2589;2.7;32.0
cluster_290;sp|Q9VYS3|RENT1_DROME;40.741;27;16;0;48;128;696;722;2.2;30.0
cluster_291;sp|Q9VGG5|CAD87_DROME;49.139;1278;631;9;4982;1185;626;1896;0.0;1117
cluster_291;sp|Q9VGG5|CAD87_DROME;52.747;546;250;3;6536;4911;22;563;2.70e-170;573
cluster_291;sp|Q9VGG5|CAD87_DROME;25.730;1061;612;41;6005;3087;624;1596;5.49e-41;165
cluster_291;sp|Q9VGG5|CAD87_DROME;23.904;1163;726;41;6317;3048;636;1712;2.44e-40;163
cluster_291;sp|Q9VGG5|CAD87_DROME;26.958;549;315;23;3548;2025;27;530;4.35e-20;97.1
cluster_291;sp|Q9VGG5|CAD87_DROME;29.318;440;230;20;4547;3366;130;534;5.74e-20;96.7
cluster_291;sp|Q9VGG5|CAD87_DROME;24.961;645;398;25;6500;4686;1011;1609;9.60e-20;95.9
cluster_291;sp|Q9VGG5|CAD87_DROME;30.324;432;256;17;5330;4134;84;503;3.06e-16;84.3
cluster_291;sp|Q9VGG5|CAD87_DROME;24.706;510;322;16;5201;3759;25;501;3.65e-12;70.9
cluster_292;sp|P07207|NOTCH_DROME;32.632;95;48;4;2524;2246;447;527;5.53e-04;43.9
cluster_292;sp|P07207|NOTCH_DROME;30.108;93;51;3;2521;2249;330;410;0.011;39.7
cluster_292;sp|P07207|NOTCH_DROME;31.183;93;47;4;2521;2249;1182;1259;0.39;34.7
cluster_292;sp|P07207|NOTCH_DROME;29.787;94;49;4;2518;2243;526;604;0.68;33.9
cluster_292;sp|P07207|NOTCH_DROME;26.549;113;66;4;2578;2246;1125;1222;1.0;33.1
cluster_292;sp|P07207|NOTCH_DROME;25.000;128;58;6;2536;2246;710;830;1.6;32.3
cluster_292;sp|P07207|NOTCH_DROME;28.571;98;54;4;2521;2234;906;989;1.7;32.3
cluster_292;sp|P07207|NOTCH_DROME;25.962;104;60;4;2518;2213;217;305;5.8;30.8
cluster_293;sp|P24014|SLIT_DROME;29.630;135;95;0;1634;1230;101;235;2.45e-10;62.0
cluster_293;sp|P24014|SLIT_DROME;31.609;174;91;5;1385;936;91;260;3.91e-08;55.1
cluster_293;sp|P24014|SLIT_DROME;26.829;123;64;2;1604;1236;584;680;0.009;37.7
cluster_293;sp|P24014|SLIT_DROME;23.704;135;75;4;1334;936;575;683;0.023;36.2
cluster_293;sp|P24014|SLIT_DROME;39.286;56;34;0;1694;1527;819;874;2.0;30.0
cluster_293;sp|P24014|SLIT_DROME;22.388;134;77;3;1334;936;771;878;5.3;28.5
cluster_294;sp|Q06003|GOLI_DROME;34.615;78;48;2;5192;4965;277;353;7.08e-10;62.4
cluster_295;sp|P08953|TOLL_DROME;26.596;94;57;3;2720;2974;528;618;1.1;33.1
cluster_298;sp|Q9VFX1|WNT8_DROME;23.944;71;51;1;2946;3149;211;281;4.2;29.6
cluster_302;sp|Q6NN85|SSH_DROME;33.333;129;84;1;1333;1713;394;522;1.50e-17;87.4
cluster_305;sp|Q25010|ACT3A_HELAM;35.135;37;24;0;675;785;335;371;2.7;31.2
cluster_307;sp|Q94518|NACA_DROME;66.972;218;67;3;292;936;1;216;3.07e-72;231
cluster_308;sp|Q6X0I2|VGR_SOLIN;35.772;492;292;16;5;1453;111;587;5.72e-71;263
cluster_308;sp|Q6X0I2|VGR_SOLIN;28.591;738;408;25;410;2332;553;1268;4.82e-55;211
cluster_308;sp|Q6X0I2|VGR_SOLIN;27.273;671;338;23;1931;3883;28;568;7.88e-50;194
cluster_308;sp|Q6X0I2|VGR_SOLIN;31.013;474;292;18;5;1384;1170;1622;4.88e-43;172
cluster_308;sp|Q6X0I2|VGR_SOLIN;35.385;195;109;5;1703;2251;36;225;6.03e-14;76.6
cluster_308;sp|Q6X0I2|VGR_SOLIN;46.154;91;45;3;5;274;1043;1130;4.86e-13;73.6
cluster_308;sp|Q6X0I2|VGR_SOLIN;30.068;296;159;10;1376;2197;16;285;1.40e-10;65.5
cluster_308;sp|Q6X0I2|VGR_SOLIN;42.391;92;46;3;2528;2785;27;117;7.01e-08;56.6
cluster_308;sp|Q6X0I2|VGR_SOLIN;38.462;104;53;4;2;301;961;1057;5.75e-06;50.4
cluster_308;sp|Q6X0I2|VGR_SOLIN;35.789;95;54;4;1463;1732;1179;1271;2.05e-05;48.5
cluster_312;sp|P04146|COPIA_DROME;25.000;84;61;2;1202;957;461;544;0.064;28.1
cluster_312;sp|P04146|COPIA_DROME;24.031;129;91;5;873;496;578;702;0.064;27.3
cluster_318;sp|Q9VN12|NCKXH_DROME;27.485;171;105;7;2209;2709;460;615;7.62e-10;62.0
cluster_318;sp|Q9VN12|NCKXH_DROME;26.400;125;69;4;160;528;99;202;1.50e-05;47.8
cluster_319;sp|Q9VHV5|ARL8_DROME;91.935;186;15;0;187;744;1;186;2.86e-118;360
cluster_321;sp|P51023|PNT_DROME;31.481;54;37;0;4480;4319;112;165;4.0;30.8
cluster_323;sp|Q03445|GLR1_DROME;29.086;722;405;17;1887;4;42;750;1.55e-80;274
cluster_324;sp|Q6X0I2|VGR_SOLIN;26.812;138;91;5;872;1276;1191;1321;0.010;39.7
cluster_325;sp|P29993|ITPR_DROME;68.792;2698;635;34;155;7762;1;2653;0.0;3429
cluster_325;sp|P29993|ITPR_DROME;80.667;150;29;0;7848;8297;2682;2831;3.18e-67;253
cluster_326;sp|Q9W0Y8|SCN60_DROME;28.191;376;247;10;573;1643;1970;2341;2.84e-31;132
cluster_326;sp|Q9W0Y8|SCN60_DROME;21.053;304;181;9;798;1589;1739;2023;4.56e-05;46.2
cluster_331;sp|P83104|M3K7L_DROME;27.129;317;176;15;1863;961;1;278;2.04e-17;84.0
cluster_332;sp|Q9NJG9|SUZ12_DROME;44.091;660;290;18;314;2164;47;670;3.01e-169;532
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;26.860;860;519;26;9210;6829;1;816;4.87e-71;265
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;29.897;485;224;12;3273;1981;1760;2182;2.21e-45;181
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;56.849;146;59;2;5328;4903;1303;1448;3.03e-41;167
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;46.032;189;92;4;4098;3544;1598;1780;2.10e-38;157
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;46.053;152;75;1;567;133;2553;2704;3.13e-35;147
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;50.000;132;62;1;2436;2053;1310;1441;2.19e-32;138
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;48.529;136;66;2;4098;3697;1302;1435;6.67e-31;133
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;37.624;202;108;6;4197;3619;1977;2169;7.35e-30;129
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;39.506;162;89;3;5394;4930;1986;2145;1.31e-29;129
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;36.555;238;125;5;828;187;1197;1432;9.90e-28;122
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;46.212;132;66;4;2436;2056;1606;1737;2.32e-25;115
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;37.226;137;82;2;567;157;2016;2148;4.20e-25;114
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;43.750;144;76;3;5334;4918;1597;1740;5.27e-25;114
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;33.784;222;131;7;4317;3694;2471;2690;5.98e-22;103
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;36.364;143;90;1;558;133;1605;1747;1.23e-21;102
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;36.296;135;75;4;2439;2068;2556;2690;3.11e-20;98.2
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;37.121;132;72;3;5313;4951;2555;2686;3.81e-18;91.3
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;54.839;31;14;0;3435;3343;1767;1797;4.93e-05;47.8
cluster_333;sp|A0A0B4K7J2|RBP2_DROME;51.613;31;15;0;3435;3343;1887;1917;1.23e-04;46.6
cluster_334;sp|Q9W261|RTF1_DROME;55.000;360;146;2;2984;4063;432;775;2.88e-94;322
cluster_334;sp|Q9W261|RTF1_DROME;66.667;48;16;0;2330;2473;156;203;5.11e-07;53.1
cluster_334;sp|Q9W261|RTF1_DROME;60.606;33;12;1;2546;2644;307;338;0.49;33.5
cluster_337;sp|B4JE52|SMG8_DROGR;36.957;46;26;2;496;633;800;842;3.8;29.6
cluster_341;sp|P25723|TLD_DROME;33.962;106;69;1;694;1011;486;590;1.82e-14;77.8
cluster_341;sp|P25723|TLD_DROME;23.729;236;134;7;706;1380;808;1008;1.26e-12;71.6
cluster_341;sp|P25723|TLD_DROME;23.488;281;183;9;667;1431;634;908;7.53e-11;65.9
cluster_341;sp|P25723|TLD_DROME;26.804;97;70;1;733;1023;934;1029;1.42e-06;52.0
cluster_341;sp|P25723|TLD_DROME;21.145;227;149;5;745;1419;388;586;2.42e-06;51.2
cluster_342;sp|Q01603|PERO_DROME;35.274;584;368;8;1876;149;96;677;2.74e-114;372
cluster_343;sp|Q9V727|ASX_DROME;30.488;82;53;3;1604;1365;294;373;0.57;32.7
cluster_345;sp|Q24114|DALY_DROME;29.352;494;292;9;344;1762;69;526;3.57e-64;230
cluster_347;sp|P08155|KRH1_DROME;32.558;215;137;5;2087;1449;253;461;7.51e-26;113
cluster_347;sp|P08155|KRH1_DROME;29.902;204;135;5;2117;1512;271;468;2.89e-19;92.0
cluster_347;sp|P08155|KRH1_DROME;36.036;111;71;0;1757;1425;273;383;3.68e-16;82.0
cluster_347;sp|P08155|KRH1_DROME;30.986;71;48;1;2159;1947;400;469;0.11;34.7
cluster_348;sp|Q27757|LUCI_PHOPE;54.167;24;11;0;2774;2845;76;99;2.2;30.4
cluster_351;sp|Q00963|SPTCB_DROME;40.221;271;131;3;32;844;38;277;8.84e-43;171
cluster_352;sp|Q9U1H9|NXF1_DROME;25.792;442;289;14;3540;2287;113;539;9.77e-32;132
cluster_352;sp|Q9U1H9|NXF1_DROME;36.364;55;35;0;2223;2059;617;671;6.42e-04;42.7
cluster_356;sp|Q8I8U7|TRA1_DROME;55.745;3351;1383;33;1045;11004;509;3790;0.0;3683
cluster_356;sp|Q8I8U7|TRA1_DROME;63.077;195;71;1;1;585;272;465;2.62e-66;250
cluster_359;sp|Q7PS12|MOEH_ANOGA;23.864;88;63;1;2984;2721;361;444;4.4;30.0
cluster_362;sp|Q9V7S5|PICO_DROME;34.167;480;301;7;1903;485;31;502;9.38e-78;256
cluster_363;sp|Q05192|FTF1B_DROME;22.464;138;95;3;1888;1493;663;794;0.40;33.5
cluster_364;sp|P41973|SODC_DROWI;30.380;79;45;2;4779;4543;70;138;5.2;29.3
cluster_365;sp|P32023|KGP25_DROME;39.394;33;18;1;656;754;855;885;5.4;27.7
cluster_367;sp|Q59E36|RCOR_DROME;29.167;168;83;6;405;902;92;225;1.34e-07;55.1
cluster_368;sp|Q9GQN5|ATRX_DROME;37.248;298;161;7;2585;3430;875;1162;5.56e-46;181
cluster_369;sp|P12349|PER_DROVI;35.714;42;26;1;2621;2746;181;221;4.3;30.0
cluster_370;sp|Q59E36|RCOR_DROME;38.596;57;34;1;3414;3584;306;361;1.73e-06;52.4
cluster_370;sp|Q59E36|RCOR_DROME;29.508;61;43;0;2409;2591;181;241;0.017;39.3
cluster_371;sp|P08155|KRH1_DROME;31.395;172;94;7;1670;1173;252;405;3.34e-16;81.3
cluster_371;sp|P08155|KRH1_DROME;25.592;211;118;7;1724;1173;263;461;4.43e-11;64.7
cluster_371;sp|P08155|KRH1_DROME;27.564;156;100;7;1706;1242;325;468;6.67e-09;57.8
cluster_372;sp|Q08473|SQD_DROME;32.317;164;97;4;1828;2298;58;214;1.79e-19;90.1
cluster_372;sp|Q08473|SQD_DROME;32.857;70;46;1;1759;1968;116;184;1.37e-04;43.9
cluster_372;sp|Q08473|SQD_DROME;28.571;70;44;2;2083;2274;57;126;0.004;39.7
cluster_373;sp|Q9U4G1|BDL_DROME;26.042;96;53;4;1445;1200;205;296;7.6;28.9
cluster_374;sp|Q7YZH1|RNO_DROME;62.950;583;167;6;612;2216;131;712;0.0;777
cluster_374;sp|Q7YZH1|RNO_DROME;27.848;316;150;10;8609;9391;2474;2766;5.77e-14;77.8
cluster_374;sp|Q7YZH1|RNO_DROME;35.644;101;52;3;3071;3373;1066;1153;0.19;36.6
cluster_374;sp|Q7YZH1|RNO_DROME;43.333;30;17;0;9866;9955;2932;2961;0.24;36.2
cluster_375;sp|Q9U4G1|BDL_DROME;50.847;590;279;3;313;2049;36;625;0.0;647
cluster_384;sp|Q9VW15|ASH1_DROME;29.870;77;49;2;346;570;1452;1525;0.001;41.6
cluster_386;sp|Q8IPJ3|LUBEL_DROME;33.333;51;31;2;1077;931;1030;1079;5.8;28.9
cluster_387;sp|Q9VM75|HEAT1_DROME;30.049;1837;1099;53;53;5329;368;2096;0.0;616
cluster_388;sp|Q9W0Y6|PAIN_DROME;24.752;404;246;11;2472;1297;353;710;1.97e-18;90.5
cluster_388;sp|Q9W0Y6|PAIN_DROME;26.957;115;73;4;3684;3340;286;389;4.8;30.0
cluster_393;sp|Q9VPF8|TM104_DROME;50.778;514;221;9;125;1594;1;506;1.18e-156;486
cluster_396;sp|P43248|MSH2_DROME;27.257;587;379;20;827;2524;288;847;4.82e-42;167
cluster_397;sp|Q23977|HEP_DROME;69.281;306;89;2;273;1184;168;470;4.04e-145;453
cluster_397;sp|Q23977|HEP_DROME;59.375;32;8;1;2052;2147;1150;1176;8.55e-04;41.2
cluster_398;sp|P10040|CRB_DROME;50.286;350;164;6;10;1047;1803;2146;1.48e-82;298
cluster_398;sp|P10040|CRB_DROME;32.424;330;159;16;4;882;730;1032;1.77e-28;123
cluster_398;sp|P10040|CRB_DROME;35.385;260;118;8;19;795;659;869;2.31e-25;113
cluster_398;sp|P10040|CRB_DROME;35.270;241;133;9;109;807;269;494;1.58e-23;107
cluster_398;sp|P10040|CRB_DROME;32.063;315;141;15;10;825;694;978;2.10e-22;103
cluster_398;sp|P10040|CRB_DROME;30.164;305;171;18;1;879;271;545;2.51e-18;90.1
cluster_398;sp|P10040|CRB_DROME;30.741;270;142;12;55;816;518;758;2.46e-15;80.5
cluster_398;sp|P10040|CRB_DROME;29.155;343;158;19;4;816;353;682;1.71e-14;77.8
cluster_398;sp|P10040|CRB_DROME;30.380;79;48;2;91;327;1477;1548;0.21;34.7
cluster_400;sp|Q9VR81|NAGA_DROME;32.836;67;43;1;574;774;176;240;0.84;32.0
cluster_401;sp|Q9VX32|RG190_DROME;52.106;1021;446;19;341;3364;1;991;0.0;1060
cluster_401;sp|Q9VX32|RG190_DROME;72.115;208;54;1;4853;5476;1358;1561;6.49e-85;308
cluster_401;sp|Q9VX32|RG190_DROME;31.532;222;107;7;3680;4240;1017;1228;4.44e-10;63.9
cluster_406;sp|O01346|EGH_DROME;73.469;392;104;0;210;1385;1;392;0.0;612
cluster_407;sp|P08155|KRH1_DROME;38.579;197;119;1;19;603;270;466;1.32e-36;148
cluster_407;sp|P08155|KRH1_DROME;36.866;217;135;1;49;693;252;468;7.48e-35;142
cluster_407;sp|P08155|KRH1_DROME;35.455;220;139;2;133;786;252;470;8.01e-34;139
cluster_407;sp|P08155|KRH1_DROME;31.293;294;177;6;49;858;174;466;1.10e-29;125
cluster_407;sp|P08155|KRH1_DROME;39.891;183;102;2;7;549;294;470;7.53e-28;120
cluster_407;sp|P08155|KRH1_DROME;31.395;258;151;6;109;810;167;422;5.00e-27;117
cluster_408;sp|P17971|KCNAL_DROME;33.333;90;52;3;810;1073;45;128;2.54e-05;47.0
cluster_412;sp|P28166|ZFH1_DROME;76.316;114;22;1;1242;901;946;1054;5.19e-46;177
cluster_412;sp|P28166|ZFH1_DROME;50.725;69;32;1;1176;970;325;391;8.32e-12;67.8
cluster_412;sp|P28166|ZFH1_DROME;53.448;58;27;0;1992;1819;699;756;1.98e-11;66.6
cluster_412;sp|P28166|ZFH1_DROME;42.857;42;19;1;1182;1057;354;390;0.14;34.3
cluster_412;sp|P28166|ZFH1_DROME;44.000;25;14;0;2334;2260;627;651;6.5;28.9
cluster_415;sp|P16621|LAR_DROME;32.661;545;334;14;453;2069;1497;2014;1.45e-84;308
cluster_415;sp|P16621|LAR_DROME;34.831;267;164;5;387;1178;1762;2021;5.64e-41;165
cluster_415;sp|P16621|LAR_DROME;25.253;297;191;12;1197;2072;1454;1724;3.85e-17;87.0
cluster_417;sp|P13395|SPTCA_DROME;35.211;1349;809;15;7083;11066;42;1346;0.0;680
cluster_417;sp|P13395|SPTCA_DROME;28.489;1562;998;16;1512;6158;580;2035;0.0;622
cluster_417;sp|P13395|SPTCA_DROME;34.593;847;550;2;3129;5657;119;965;4.17e-143;501
cluster_417;sp|P13395|SPTCA_DROME;31.161;1120;734;10;7323;10601;1046;2155;7.82e-140;491
cluster_417;sp|P13395|SPTCA_DROME;26.487;1446;1002;13;6786;11066;49;1452;3.18e-138;485
cluster_417;sp|P13395|SPTCA_DROME;25.251;1996;1340;33;3135;8939;227;2131;1.23e-130;461
cluster_417;sp|P13395|SPTCA_DROME;24.326;2039;1442;25;3105;8969;6;2027;1.99e-129;457
cluster_417;sp|P13395|SPTCA_DROME;36.686;507;320;1;9546;11066;24;529;3.06e-91;332
cluster_417;sp|P13395|SPTCA_DROME;22.845;1821;1278;27;5730;11066;36;1771;2.49e-88;323
cluster_417;sp|P13395|SPTCA_DROME;28.258;821;574;4;8577;11018;18;830;1.18e-84;311
cluster_417;sp|P13395|SPTCA_DROME;26.801;944;671;8;7656;10442;18;956;5.69e-83;305
cluster_417;sp|P13395|SPTCA_DROME;26.096;935;669;5;7938;10700;10;936;3.07e-80;296
cluster_417;sp|P13395|SPTCA_DROME;25.059;842;611;7;8565;11054;1040;1873;3.18e-70;263
cluster_417;sp|P13395|SPTCA_DROME;26.438;730;527;5;8889;11066;17;740;3.44e-62;237
cluster_417;sp|P13395|SPTCA_DROME;26.333;619;454;2;9201;11057;15;631;1.02e-52;206
cluster_417;sp|P13395|SPTCA_DROME;23.840;625;469;6;9210;11069;1044;1666;1.17e-35;149
cluster_417;sp|P13395|SPTCA_DROME;24.528;371;278;2;1545;2651;167;537;3.93e-25;114
cluster_417;sp|P13395|SPTCA_DROME;24.231;520;362;10;1173;2708;1298;1793;1.39e-24;112
cluster_417;sp|P13395|SPTCA_DROME;24.611;386;278;3;1515;2651;52;431;5.01e-23;107
cluster_417;sp|P13395|SPTCA_DROME;23.037;382;291;2;1515;2654;475;855;6.00e-16;84.3
cluster_417;sp|P13395|SPTCA_DROME;28.652;178;120;2;2136;2660;49;222;2.39e-11;69.3
cluster_417;sp|P13395|SPTCA_DROME;22.364;313;240;2;1509;2438;1715;2027;3.76e-08;58.5
cluster_417;sp|P13395|SPTCA_DROME;21.114;341;250;3;1539;2504;1831;2171;7.94e-05;47.8
cluster_421;sp|Q5EAK6|ATM_DROME;24.342;152;95;5;2862;3287;2162;2303;0.70;33.5
cluster_422;sp|E2AX35|PROH4_CAMFO;87.978;183;18;2;2883;2335;23;201;1.99e-107;330
cluster_424;sp|Q99323|MYSN_DROME;27.869;122;82;2;3967;3602;1874;1989;0.034;37.4
cluster_427;sp|Q03445|GLR1_DROME;31.977;885;502;23;366;2765;53;922;1.45e-132;430
cluster_428;sp|O46162|SGP1_SCHGR;48.913;92;33;1;98;373;15;92;1.68e-19;83.6
cluster_428;sp|O46162|SGP1_SCHGR;53.247;77;34;2;572;802;16;90;2.30e-16;74.7
cluster_428;sp|O46162|SGP1_SCHGR;44.086;93;36;3;254;532;16;92;4.24e-12;62.4
cluster_429;sp|Q29L43|MON2_DROPS;61.548;1693;583;19;5378;453;8;1683;0.0;2042
cluster_430;sp|Q7QH64|GATA_ANOGA;37.895;95;53;1;2930;2664;101;195;4.01e-10;62.4
cluster_430;sp|Q7QH64|GATA_ANOGA;23.762;101;69;2;2141;1860;384;483;2.1;30.8
cluster_432;sp|Q9VS29|DSCL_DROME;26.766;736;449;23;3873;1774;532;1213;8.33e-38;154
cluster_432;sp|Q9VS29|DSCL_DROME;26.173;405;241;17;3873;2755;143;521;1.10e-20;97.8
cluster_432;sp|Q9VS29|DSCL_DROME;25.668;374;241;13;3867;2797;437;790;6.34e-17;85.5
cluster_432;sp|Q9VS29|DSCL_DROME;25.664;113;80;2;3840;3511;1333;1444;0.056;36.2
cluster_432;sp|Q9VS29|DSCL_DROME;30.000;80;50;3;2985;2758;1327;1404;0.21;34.7
cluster_432;sp|Q9VS29|DSCL_DROME;21.406;313;201;13;3624;2764;33;326;3.3;30.4
cluster_436;sp|P18475|TORSO_DROME;50.000;24;11;1;4775;4707;277;300;2.9;30.8
cluster_440;sp|A2VEY9|APP_DROME;37.299;311;159;9;4770;3943;33;342;7.26e-50;188
cluster_442;sp|Q24498|RYR_DROME;84.171;1194;182;3;3580;5;1;1189;0.0;2072
cluster_442;sp|Q24498|RYR_DROME;28.125;224;137;4;1024;395;2827;3040;2.02e-23;107
cluster_442;sp|Q24498|RYR_DROME;26.901;171;109;4;889;404;2757;2920;6.19e-12;69.3
cluster_443;sp|P52487|UBC84_DROME;34.211;38;25;0;4167;4054;66;103;6.4;28.9
cluster_445;sp|F5HK49|OBP69_ANOGA;26.667;60;34;1;2539;2390;110;169;8.0;28.5
cluster_448;sp|P08182|CSK2B_DROME;73.762;202;51;1;147;746;1;202;6.93e-97;303
cluster_449;sp|B3LV44|HH_DROAN;26.154;65;46;1;3468;3274;377;439;4.7;30.0
cluster_453;sp|Q9Y0A7|AMOS_DROME;41.667;48;28;0;1246;1103;151;198;3.44e-05;43.9
cluster_456;sp|Q24574|UBPE_DROME;31.159;138;91;2;6501;6088;490;623;5.42e-11;67.0
cluster_457;sp|Q26636|CATL_SARPE;42.154;325;163;9;3546;4472;24;339;9.36e-71;239
cluster_460;sp|Q9W056|C1139_DROME;38.875;409;242;4;2629;3843;47;451;2.67e-67;233
cluster_462;sp|A9ZSY3|TRET1_BOMMO;31.398;465;308;6;2179;785;51;504;2.18e-54;194
cluster_468;sp|P51592|HYD_DROME;32.353;34;23;0;1212;1313;1232;1265;3.3;30.0
cluster_471;sp|Q23979|MY61F_DROME;45.417;720;364;9;176;2275;15;725;0.0;619
cluster_475;sp|Q9W517|WAPL_DROME;42.857;42;24;0;114;239;392;433;0.64;32.3
cluster_480;sp|Q9V5E1|PAL1_DROME;41.009;456;234;11;602;1936;101;532;4.85e-99;327
cluster_482;sp|Q24314|VPS18_DROME;21.348;89;64;1;636;370;829;911;0.039;36.6
cluster_483;sp|O62619|KPYK_DROME;74.062;320;82;1;1485;2444;214;532;6.71e-156;477
cluster_484;sp|Q03720|SLO_DROME;73.983;688;77;12;2924;1110;532;1200;0.0;878
cluster_485;sp|D0E0C2|SCNA1_PERAM;42.105;38;21;1;1593;1703;574;611;3.2;30.8
cluster_487;sp|Q9VBW3|CAD96_DROME;40.513;195;106;2;1807;2391;577;761;4.73e-47;179
cluster_487;sp|Q9VBW3|CAD96_DROME;46.296;108;55;1;1201;1524;463;567;2.88e-18;88.6
cluster_490;sp|B2D0J5|EST6_APIME;37.944;535;307;12;1717;167;28;555;3.18e-109;349
cluster_491;sp|Q9VT65|CANB_DROME;41.935;62;20;4;2773;2636;130;191;0.43;33.9
cluster_491;sp|Q9VT65|CANB_DROME;40.000;45;26;1;2767;2636;80;124;0.89;32.7
cluster_494;sp|P30430|FUR1C_DROME;70.194;567;166;2;5211;3520;231;797;0.0;791
cluster_495;sp|Q9VSS2|SRP68_DROME;44.828;29;16;0;3025;2939;327;355;2.8;30.8
cluster_496;sp|Q9VUW9|HIP14_DROME;24.138;87;55;2;572;832;332;407;0.15;33.5
cluster_498;sp|Q8IFW4|THIOT_DROME;28.676;136;89;5;4327;3926;5;134;1.15e-10;60.8
cluster_499;sp|Q9V3C5|RIC1_DROME;42.857;35;20;0;842;738;1027;1061;8.6;28.9
cluster_501;sp|Q290F0|MED9_DROPS;53.012;83;38;1;133;381;41;122;5.31e-24;97.4
cluster_502;sp|P31368|PDM1_DROME;78.846;156;27;1;703;254;418;573;1.62e-70;236
cluster_505;sp|A1Z8P9|TPR_DROME;29.937;952;605;15;224;2950;46;978;6.69e-64;242
cluster_505;sp|A1Z8P9|TPR_DROME;32.644;677;330;25;3239;5062;1078;1697;5.84e-53;206
cluster_507;sp|P91943|PANG1_DROME;42.857;28;16;0;841;924;370;397;0.031;37.7
cluster_508;sp|P32866|GPRK2_DROME;24.490;49;37;0;2334;2188;464;512;4.6;29.6
cluster_509;sp|O16102|CHD3_DROME;39.246;716;386;17;6753;4678;119;809;1.47e-145;478
cluster_511;sp|Q9VWB9|THADA_DROME;35.714;742;394;16;3842;1686;571;1252;1.80e-72;267
cluster_512;sp|P21521|SY65_DROME;32.075;53;30;2;2168;2326;96;142;0.70;32.3
